SmeltGenRowID,FishTagID,Active,SPECIES (Assay ID),# Chroms,V-shape,COMMENTS,q (DS),q (LF),q (WK),Genotype Run
32,2016_DSM_020,TRUE,WAG,2,Y,,0.0051,0.003,0.9919,160830_Smelt_192.24_B
348,2016_DSM_019,TRUE,WAG,1,Y,,0.0143,0.006,0.9797,160830_Smelt_192.24_B
347,2016_DSM_018,TRUE,WAG,1,Y,,0.0067,0.004,0.9893,160830_Smelt_192.24_B
30,2016_DSM_017,TRUE,WAG,1,Y,,0.0051,0.003,0.9919,160830_Smelt_192.24_B
29,2016_DSM_016,TRUE,WAG,1,Y,,0.003,0.002,0.995,160830_Smelt_192.24_B
28,2016_DSM_015,TRUE,WAG,0,Y,,0.0104,0.005,0.9846,160712_hybrid_SNP_P1
27,2016_DSM_014,TRUE,WAG,1,Y,,0.0094,0.005,0.9856,160830_Smelt_192.24_B
26,2016_DSM_013,TRUE,WAG,1,Y,,0.014,0.0056,0.9804,160830_Smelt_192.24_B
344,2016_DSM_012,TRUE,WAG,1,Y,,0.005,0.003,0.992,160830_Smelt_192.24_B
342,2016_DSM_008,TRUE,DSM,1,Y,,0.992,0.003,0.005,160830_Smelt_192.24_B
341,2016_DSM_007,TRUE,DSM,1,Y,,0.9808,0.0049,0.0143,160830_Smelt_192.24_B
340,2016_DSM_006,TRUE,DSM,0,Y,,0.991,0.003,0.006,160830_Smelt_192.24_B
339,2016_DSM_005,TRUE,DSM,1,Y,,0.989,0.004,0.007,160830_Smelt_192.24_B
13,2016_DSM_001,TRUE,DSM,0,Y,,0.99,0.004,0.006,160712_hybrid_SNP_P1
338,2015-052S,TRUE,DSM,1,,,0.9868,0.004,0.0092,160826_Smelt_192.24_A
337,2015-051S,TRUE,DSM,1,,,0.992,0.004,0.004,160826_Smelt_192.24_A
336,2015-050S,TRUE,DSM,,,,0.9118,0.009,0.0792,160826_Smelt_192.24_A
333,2015-049S,TRUE,DSM,0,,,0.9861,0.0049,0.009,160826_Smelt_192.24_A
332,2015-048S,TRUE,DSM,1,,,0.9947,0.0023,0.003,160826_Smelt_192.24_A
327,2015-047S,TRUE,DSM,1,,,0.9881,0.005,0.0069,160826_Smelt_192.24_A
326,2015-046S,TRUE,DSM,0,,,0.9826,0.0061,0.0113,160826_Smelt_192.24_A
325,2015-045S,TRUE,DSM,0,,,0.991,0.004,0.005,160712_hybrid_SNP_P1
323,2015-044S,TRUE,DSM,0,,,0.9929,0.0031,0.004,160712_hybrid_SNP_P1
322,2015-043S,TRUE,DSM,0,Y,,0.99,0.004,0.006,160712_hybrid_SNP_P1
321,2015-042S,TRUE,DSM,0,Y,,0.9884,0.004,0.0076,160826_Smelt_192.24_A
320,2015-041S,TRUE,DSM,2,Y,,0.5838,0.002,0.4142,160826_Smelt_192.24_A
319,2015-040S,TRUE,hybrid (DSM/WAG),2,N,,0.7011,0.004,0.2949,160826_Smelt_192.24_A
317,2015-039S,TRUE,hybrid (DSM/WAG),1,,,0.981,0.005,0.014,160826_Smelt_192.24_A
313,2015-038S,TRUE,DSM,1,,,0.9893,0.0037,0.007,160826_Smelt_192.24_A
312,2015-037S,TRUE,hybrid (DSM/WAG),1,,,0.6988,0.005,0.2962,160826_Smelt_192.24_A
311,2015-036S,TRUE,DSM,1,,,0.9859,0.005,0.0091,160826_Smelt_192.24_A
309,2015-035S,TRUE,DSM,0,,,0.989,0.004,0.007,160826_Smelt_192.24_A
308,2015-034S,TRUE,DSM,0,,,0.9891,0.004,0.0069,160712_hybrid_SNP_P1
307,2015-033S,TRUE,DSM,0,,,0.9114,0.009,0.0796,160712_hybrid_SNP_P1
306,2015-032S,TRUE,DSM,0,,,0.9798,0.006,0.0142,160712_hybrid_SNP_P1
305,2015-031S,TRUE,DSM,0,,,0.9623,0.007,0.0307,160712_hybrid_SNP_P1
304,2015-030S,TRUE,DSM,0,,,0.982,0.007,0.011,160712_hybrid_SNP_P1
303,2015-029S,TRUE,DSM,0,,,0.9921,0.003,0.0049,160712_hybrid_SNP_P1
302,2015-028S,TRUE,DSM,0,,,0.9906,0.003,0.0064,160712_hybrid_SNP_P1
301,2015-027S,TRUE,DSM,0,,,0.988,0.005,0.007,160712_hybrid_SNP_P1
300,2015-026S,TRUE,DSM,,,degrade state,0.9897,0.0034,0.0069,160826_Smelt_192.24_A
299,2015-025S,TRUE,DSM,0,,,0.9861,0.0049,0.009,160826_Smelt_192.24_A
298,2015-024S,TRUE,DSM,,,no jaw,0.9571,0.0067,0.0362,160826_Smelt_192.24_A
297,2015-023S,TRUE,DSM,0,,,0.9694,0.006,0.0246,160826_Smelt_192.24_A
296,2015-022S,TRUE,DSM,0,,,0.9818,0.005,0.0132,160826_Smelt_192.24_A
295,2015-021S,TRUE,DSM,1,,,0.988,0.004,0.008,160826_Smelt_192.24_A
294,2015-020S,TRUE,DSM,0,,,0.991,0.003,0.006,160826_Smelt_192.24_A
293,2015-019S,TRUE,DSM,0,,,0.9891,0.004,0.0069,160826_Smelt_192.24_A
335,2015-018W,TRUE,DSM,3,,,0.991,0.003,0.006,160830_Smelt_192.24_B
292,2015-018S,TRUE,DSM,0,,,0.992,0.003,0.005,160826_Smelt_192.24_A
334,2015-017W,TRUE,WAG,3,,,0.0086,0.0041,0.9873,160830_Smelt_192.24_B
291,2015-017S,TRUE,DSM,0,,,0.994,0.002,0.004,160826_Smelt_192.24_A
331,2015-016W,TRUE,WAG,~3,,,0.0062,0.0038,0.99,160830_Smelt_192.24_B
290,2015-016S,TRUE,DSM,1,,,0.9888,0.005,0.0062,160826_Smelt_192.24_A
330,2015-015W,TRUE,WAG,~3,,,0.007,0.004,0.989,160830_Smelt_192.24_B
288,2015-015S,TRUE,WAG,1,,,0.0052,0.0032,0.9916,160826_Smelt_192.24_A
329,2015-014W,TRUE,DSM,~5,,,0.9811,0.0049,0.014,160830_Smelt_192.24_B
287,2015-014S,TRUE,WAG,0,,,0.007,0.004,0.989,160826_Smelt_192.24_A
328,2015-013W,TRUE,WAG,>5,,,0.006,0.003,0.991,160830_Smelt_192.24_B
286,2015-013S,TRUE,WAG,0,,,0.0053,0.0032,0.9915,160826_Smelt_192.24_A
324,2015-012W,TRUE,WAG,2-3,,,0.0077,0.004,0.9883,160830_Smelt_192.24_B
285,2015-012S,TRUE,hybrid (DSM/WAG),0,,the weight might be entered incorrectly,0.6993,0.005,0.2957,160826_Smelt_192.24_A
318,2015-011W,TRUE,DSM,lots,,,0.9881,0.0038,0.0081,160830_Smelt_192.24_B
284,2015-011S,TRUE,WAG,0,,,0.0067,0.004,0.9893,160826_Smelt_192.24_A
316,2015-010W,TRUE,WAG,3,,,0.0051,0.003,0.9919,160830_Smelt_192.24_B
282,2015-010S,TRUE,DSM,,,female spent,0.99,0.004,0.006,160826_Smelt_192.24_A
315,2015-009W,TRUE,WAG,8,,,0.005,0.003,0.992,160830_Smelt_192.24_B
281,2015-009S,TRUE,DSM,,,male,0.9844,0.005,0.0106,160826_Smelt_192.24_A
314,2015-008W,TRUE,WAG,2,,,0.005,0.003,0.992,160830_Smelt_192.24_B
280,2015-008S,TRUE,DSM,0,,male,0.99,0.004,0.006,160826_Smelt_192.24_A
310,2015-007W,TRUE,WAG,3-4,,,0.0098,0.0041,0.9861,160830_Smelt_192.24_B
279,2015-007S,TRUE,DSM,1,,female,0.9865,0.004,0.0095,160826_Smelt_192.24_A
11,2015-006W,TRUE,WAG,,,,0.0041,0.003,0.9929,160830_Smelt_192.24_B
278,2015-006S,TRUE,DSM,1,,female,0.9901,0.003,0.0069,160826_Smelt_192.24_A
10,2015-005W,TRUE,WAG,,,,0.007,0.004,0.989,160830_Smelt_192.24_B
277,2015-005S,TRUE,DSM,0,,female,0.992,0.003,0.005,160826_Smelt_192.24_A
289,2015-004W,TRUE,WAG,,,,0.0034,0.002,0.9946,160830_Smelt_192.24_B
276,2015-004S,TRUE,DSM,0,,female,0.989,0.004,0.007,160826_Smelt_192.24_A
283,2015-003W,TRUE,WAG,5,,,0.007,0.004,0.989,160830_Smelt_192.24_B
275,2015-003S,TRUE,DSM,,,,0.9919,0.0031,0.005,160826_Smelt_192.24_A
9,2015-002W,TRUE,WAG,,,,0.005,0.003,0.992,160830_Smelt_192.24_B
274,2015-002S,TRUE,DSM,0,,male,0.989,0.004,0.007,160826_Smelt_192.24_A
8,2015-001W,TRUE,WAG,,,,0.0171,0.006,0.9769,160830_Smelt_192.24_B
273,2015-001S,TRUE,DSM,1,,male,0.9854,0.004,0.0106,160826_Smelt_192.24_A
272,2014-045S,TRUE,DSM,,,,0.9818,0.005,0.0132,160826_Smelt_192.24_A
271,2014-044S,TRUE,DSM,,,,0.9949,0.002,0.0031,160826_Smelt_192.24_A
270,2014-043S,TRUE,DSM,,,,0.9695,0.006,0.0245,160826_Smelt_192.24_A
269,2014-042S,TRUE,DSM,,,,0.993,0.003,0.004,160826_Smelt_192.24_A
268,2014-041S,TRUE,WAG,,,,0.004,0.003,0.993,160826_Smelt_192.24_A
267,2014-040S,TRUE,WAG,,,,0.0097,0.005,0.9853,160826_Smelt_192.24_A
266,2014-039S,TRUE,DSM,,,,0.993,0.003,0.004,160826_Smelt_192.24_A
265,2014-038S,TRUE,WAG,,,,0.0069,0.004,0.9891,160826_Smelt_192.24_A
264,2014-037S,TRUE,hybrid (DSM/WAG),,,,0.6322,0.005,0.3628,160826_Smelt_192.24_A
263,2014-036S,TRUE,WAG,,,,0.0117,0.005,0.9833,160826_Smelt_192.24_A
262,2014-035S,TRUE,WAG,,,,0.005,0.003,0.992,160826_Smelt_192.24_A
261,2014-034S,TRUE,WAG,,,,0.0076,0.004,0.9884,160826_Smelt_192.24_A
259,2014-033S,TRUE,WAG,,,,0.0273,0.008,0.9647,160826_Smelt_192.24_A
258,2014-032S,TRUE,WAG,,,,0.0067,0.0033,0.99,160826_Smelt_192.24_A
257,2014-031S,TRUE,WAG,,,,0.0054,0.003,0.9916,160826_Smelt_192.24_A
256,2014-030S,TRUE,WAG,,,,0.01,0.005,0.985,160826_Smelt_192.24_A
255,2014-029S,TRUE,LFS,,,,0.004,0.991,0.005,160826_Smelt_192.24_A
254,2014-028S,TRUE,WAG,,,,0.0282,0.0081,0.9637,160826_Smelt_192.24_A
253,2014-027S,TRUE,DSM,0,,dead,0.987,0.004,0.009,160826_Smelt_192.24_A
252,2014-026S,TRUE,DSM,0,,,0.993,0.003,0.004,160826_Smelt_192.24_A
251,2014-025S,TRUE,DSM,0,,,0.993,0.003,0.004,160826_Smelt_192.24_A
250,2014-024S,TRUE,DSM,0,,,0.9777,0.0055,0.0168,160826_Smelt_192.24_A
249,2014-023S,TRUE,DSM,0,,,0.9686,0.007,0.0244,160826_Smelt_192.24_A
248,2014-022S,TRUE,DSM,0,,,0.9677,0.0081,0.0242,160826_Smelt_192.24_A
247,2014-021S,TRUE,DSM,0,,,0.9861,0.004,0.0099,160826_Smelt_192.24_A
246,2014-020S,TRUE,DSM,,,,0.988,0.004,0.008,160826_Smelt_192.24_A
245,2014-019S,TRUE,DSM,,,,0.9697,0.006,0.0243,160826_Smelt_192.24_A
244,2014-018S,TRUE,DSM,1,,,0.9801,0.006,0.0139,160826_Smelt_192.24_A
243,2014-017S,TRUE,DSM,0,,,0.9663,0.0097,0.024,160826_Smelt_192.24_A
242,2014-016S,TRUE,DSM,0,,,0.987,0.004,0.009,160826_Smelt_192.24_A
241,2014-015S,TRUE,DSM,0,,,0.9923,0.003,0.0047,160826_Smelt_192.24_A
240,2014-014S,TRUE,LFS,0,,,0.02,0.9359,0.0441,160826_Smelt_192.24_A
239,2014-013S,TRUE,DSM,0,,,0.9899,0.004,0.0061,160826_Smelt_192.24_A
238,2014-012S,TRUE,DSM,0,,,0.9809,0.005,0.0141,160826_Smelt_192.24_A
237,2014-011S,TRUE,DSM,0,,,0.986,0.005,0.009,160826_Smelt_192.24_A
236,2014-010S,TRUE,DSM,,,lots of pigmentation on dorsal,0.992,0.003,0.005,160826_Smelt_192.24_A
235,2014-009S,TRUE,WAG,,,very large well developed eyes and mouth,0.007,0.0055,0.9875,160826_Smelt_192.24_A
234,2014-008S,TRUE,DSM,,,,0.989,0.004,0.007,160826_Smelt_192.24_A
233,2014-007S,TRUE,DSM,,,lots of pigmentation on the dorsal,0.9849,0.004,0.0111,160830_Smelt_192.24_B
232,2014-006S,TRUE,DSM,,,,0.992,0.003,0.005,160830_Smelt_192.24_B
231,2014-005S,TRUE,DSM,,,,0.9686,0.006,0.0254,160830_Smelt_192.24_B
230,2014-004S,TRUE,DSM,,,,0.9899,0.003,0.0071,160830_Smelt_192.24_B
229,2014-003S,TRUE,DSM,,,,0.9869,0.004,0.0091,160830_Smelt_192.24_B
228,2014-002S,TRUE,DSM,,,,0.9893,0.0037,0.007,160830_Smelt_192.24_B
383,2014-001W,TRUE,WAG,lots,,isthmus contains lots of chromatophores,0.0281,0.0074,0.9645,160830_Smelt_192.24_B
227,2014-001S,TRUE,DSM,,,,0.9919,0.0031,0.005,160830_Smelt_192.24_B
260,2014-001L,TRUE,LFS,,,,0.0036,0.9914,0.005,160712_hybrid_SNP_P1
225,2013-104S,TRUE,WAG,,,,0.016,0.0056,0.9784,160830_Smelt_192.24_B
224,2013-103S,TRUE,DSM,,,,0.9772,0.0059,0.0169,160830_Smelt_192.24_B
223,2013-102S,TRUE,DSM,,,,0.991,0.003,0.006,160830_Smelt_192.24_B
222,2013-101S,TRUE,DSM,,,,0.9861,0.005,0.0089,160830_Smelt_192.24_B
221,2013-100S,TRUE,DSM,,,,0.989,0.004,0.007,160830_Smelt_192.24_B
220,2013-099S,TRUE,DSM,,,,0.99,0.003,0.007,160830_Smelt_192.24_B
219,2013-098S,TRUE,DSM,,,,0.9763,0.0051,0.0186,160830_Smelt_192.24_B
218,2013-097S,TRUE,DSM,,,,0.9847,0.0052,0.0101,160830_Smelt_192.24_B
217,2013-096S,TRUE,WAG,,,,0.006,0.003,0.991,160830_Smelt_192.24_B
216,2013-095S,TRUE,WAG,,,,0.009,0.004,0.987,160830_Smelt_192.24_B
215,2013-094S,TRUE,WAG,,,,0.0062,0.003,0.9908,160830_Smelt_192.24_B
214,2013-093S,TRUE,WAG,,,,0.0107,0.005,0.9843,160830_Smelt_192.24_B
213,2013-092S,TRUE,DSM,,,,0.9895,0.004,0.0065,160830_Smelt_192.24_B
212,2013-091S,TRUE,DSM,,,,0.9848,0.005,0.0102,160830_Smelt_192.24_B
209,2013-090S,TRUE,DSM,,,,0.9862,0.005,0.0088,160830_Smelt_192.24_B
208,2013-089S,TRUE,DSM,,,,0.9684,0.0059,0.0257,160830_Smelt_192.24_B
205,2013-088S,TRUE,DSM,,,,0.9932,0.0028,0.004,160830_Smelt_192.24_B
200,2013-087S,TRUE,LFS,,,,0.0059,0.9876,0.0065,160830_Smelt_192.24_B
199,2013-086S,TRUE,DSM,,,,0.993,0.003,0.004,160830_Smelt_192.24_B
198,2013-085S,TRUE,DSM,,,,0.9866,0.004,0.0094,160830_Smelt_192.24_B
194,2013-084S,TRUE,LFS,,,,0.0105,0.9781,0.0114,160830_Smelt_192.24_B
192,2013-083S,TRUE,LFS,,,,0.006,0.988,0.006,160830_Smelt_192.24_B
191,2013-082S,TRUE,LFS,,,tail damaged,0.003,0.994,0.003,160830_Smelt_192.24_B
190,2013-081S,TRUE,WAG,,,,0.003,0.002,0.995,160830_Smelt_192.24_B
189,2013-080S,TRUE,LFS,,,,0.003,0.993,0.004,160830_Smelt_192.24_B
188,2013-079S,TRUE,WAG,,,,0.0034,0.0021,0.9945,160830_Smelt_192.24_B
187,2013-078S,TRUE,LFS,,,,0.0788,0.9162,0.005,160830_Smelt_192.24_B
186,2013-077S,TRUE,DSM,,,,0.921,0.074,0.005,160830_Smelt_192.24_B
185,2013-076S,TRUE,LFS,,,,0.0033,0.9931,0.0036,160830_Smelt_192.24_B
184,2013-075S,TRUE,LFS,,,,0.003,0.993,0.004,160830_Smelt_192.24_B
183,2013-074S,TRUE,WAG,,,,0.0051,0.003,0.9919,160830_Smelt_192.24_B
182,2013-073S,TRUE,WAG,,,tail fork missing,0.0052,0.003,0.9918,160830_Smelt_192.24_B
181,2013-072S,TRUE,hybrid (DSM/WAG),,,,0.8322,0.003,0.1648,160830_Smelt_192.24_B
180,2013-071S,TRUE,WAG,,,,0.0063,0.0038,0.9899,160830_Smelt_192.24_B
179,2013-070S,TRUE,WAG,,,,0.007,0.0044,0.9886,160830_Smelt_192.24_B
178,2013-069S,TRUE,LFS,,,,0.003,0.994,0.003,160830_Smelt_192.24_B
177,2013-068S,TRUE,LFS,,,,0.003,0.994,0.003,160830_Smelt_192.24_B
176,2013-067S,TRUE,WAG,,,,0.005,0.004,0.991,160830_Smelt_192.24_B
174,2013-066S,TRUE,LFS,,,,0.004,0.992,0.004,160830_Smelt_192.24_B
173,2013-065S,TRUE,WAG,,,,0.0103,0.005,0.9847,160830_Smelt_192.24_B
172,2013-064S,TRUE,LFS,,,,0.004,0.9917,0.0043,160830_Smelt_192.24_B
171,2013-063S,TRUE,LFS,,,,0.004,0.9918,0.0042,160830_Smelt_192.24_B
170,2013-062S,TRUE,LFS,,,,0.003,0.994,0.003,160830_Smelt_192.24_B
169,2013-061S,TRUE,LFS,,,,0.0053,0.9879,0.0068,160830_Smelt_192.24_B
168,2013-060S,TRUE,WAG,,,,0.0055,0.004,0.9905,160830_Smelt_192.24_B
167,2013-059S,TRUE,LFS,,,,0.0034,0.9926,0.004,160830_Smelt_192.24_B
166,2013-058S,TRUE,LFS,,,tail cut off,0.0075,0.9845,0.008,160830_Smelt_192.24_B
165,2013-057S,TRUE,LFS,,,,0.0042,0.9908,0.005,160830_Smelt_192.24_B
164,2013-056S,TRUE,WAG,,,,0.004,0.003,0.993,160830_Smelt_192.24_B
163,2013-055S,TRUE,LFS,,,,0.004,0.9919,0.0041,160830_Smelt_192.24_B
162,2013-054S,TRUE,LFS,,,,0.007,0.986,0.007,160830_Smelt_192.24_B
161,2013-053S,TRUE,LFS,,,,0.004,0.992,0.004,160830_Smelt_192.24_B
160,2013-052S,TRUE,WAG,,,,0.0077,0.004,0.9883,160830_Smelt_192.24_B
159,2013-051S,TRUE,LFS,,,,0.0192,0.9576,0.0232,160830_Smelt_192.24_B
158,2013-050S,TRUE,DSM,,,,0.9809,0.0049,0.0142,160830_Smelt_192.24_B
157,2013-049S,TRUE,LFS,,,,0.002,0.996,0.002,160830_Smelt_192.24_B
156,2013-048S,TRUE,LFS,,,,0.008,0.9838,0.0082,160830_Smelt_192.24_B
155,2013-047S,TRUE,LFS,,,,0.0041,0.9914,0.0045,160830_Smelt_192.24_B
154,2013-046S,TRUE,LFS,,,,0.003,0.994,0.003,160830_Smelt_192.24_B
153,2013-045S,TRUE,WAG,,,,0.0075,0.004,0.9885,160830_Smelt_192.24_B
152,2013-044S,TRUE,WAG,,,,0.0035,0.002,0.9945,160830_Smelt_192.24_B
151,2013-043S,TRUE,WAG,,,,0.0213,0.006,0.9727,160830_Smelt_192.24_B
